Date,Open,High,Low,Close,Adj Close,Volume
2018-08-17,283.829987,285.559998,283.369995,285.059998,283.775391,65618500
2018-08-20,285.570007,285.970001,285.059998,285.670013,284.382660,39807500
2018-08-21,286.250000,287.309998,285.709991,286.339996,285.049622,67272000
2018-08-22,285.880005,286.760010,285.579987,286.170013,284.880402,44993300
2018-08-23,285.970001,286.940002,285.429993,285.790009,284.502136,49204900
2018-08-24,286.440002,287.670013,286.380005,287.510010,286.214386,57487400
2018-08-27,288.859985,289.899994,288.679993,289.779999,288.474121,57072400
2018-08-28,290.299988,290.420013,289.399994,289.920013,288.613525,46943500
2018-08-29,290.160004,291.739990,289.890015,291.480011,290.166473,61485500
2018-08-30,290.940002,291.359985,289.630005,290.299988,288.991791,61229500
2018-08-31,289.839996,290.809998,289.290009,290.309998,289.001740,66140800
2018-09-04,289.839996,290.209991,288.679993,289.809998,288.503998,57594400
2018-09-05,289.410004,289.640015,287.890015,289.029999,287.727509,72452400
2018-09-06,289.149994,289.489990,287.000000,288.160004,286.861450,65909900
2018-09-07,286.980011,288.700012,286.709991,287.600006,286.303955,73524800
2018-09-10,288.739990,289.040009,287.880005,288.100006,286.801697,50210900
2018-09-11,287.369995,289.549988,286.980011,289.049988,287.747406,50530500
2018-09-12,289.059998,289.799988,288.230011,289.119995,287.817108,59810800
2018-09-13,290.320007,291.040009,290.000000,290.829987,289.519379,51034200
2018-09-14,291.059998,291.269989,290.000000,290.880005,289.569183,55079900
2018-09-17,290.820007,290.859985,289.029999,289.339996,288.036102,68244000
2018-09-18,289.579987,291.579987,289.549988,290.910004,289.599030,61930400
2018-09-19,290.970001,291.690002,290.829987,291.220001,289.907654,49080600
2018-09-20,292.640015,293.940002,291.239990,293.579987,292.256989,100360600
2018-09-21,293.089996,293.220001,291.809998,291.989990,291.989990,105479700
2018-09-24,291.339996,291.500000,290.369995,291.019989,291.019989,53409600
2018-09-25,291.529999,291.649994,290.480011,290.750000,290.750000,44370000
2018-09-26,290.910004,292.239990,289.410004,289.880005,289.880005,79739700
2018-09-27,290.410004,291.910004,290.100006,290.690002,290.690002,59249500
2018-09-28,289.989990,291.279999,289.950012,290.720001,290.720001,70091400
2018-10-01,292.109985,292.929993,290.980011,291.730011,291.730011,62078900
2018-10-02,291.559998,292.359985,291.140015,291.559998,291.559998,47258200
2018-10-03,292.739990,293.209991,291.320007,291.720001,291.720001,64694600
2018-10-04,291.179993,291.239990,287.660004,289.440002,289.440002,111545900
2018-10-05,289.690002,290.269989,286.220001,287.820007,287.820007,105951700
2018-10-08,287.049988,288.220001,285.500000,287.820007,287.820007,87742200
2018-10-09,287.390015,288.859985,286.769989,287.399994,287.399994,74339000
2018-10-10,286.829987,286.910004,277.880005,278.299988,278.299988,214731000
2018-10-11,277.079987,278.899994,270.359985,272.170013,272.170013,274840500
2018-10-12,276.769989,277.089996,272.369995,275.950012,275.950012,183186500
2018-10-15,275.549988,277.040009,274.299988,274.399994,274.399994,102263700
2018-10-16,276.600006,280.820007,276.070007,280.399994,280.399994,118255800
2018-10-17,280.440002,281.149994,277.559998,280.450012,280.450012,110626000
2018-10-18,279.399994,280.070007,274.970001,276.399994,276.399994,134557500
2018-10-19,277.130005,279.299988,275.470001,276.250000,276.250000,139901600
2018-10-22,277.000000,277.359985,274.410004,275.010010,275.010010,82415800
2018-10-23,270.950012,274.869995,268.609985,273.609985,273.609985,146352700
2018-10-24,273.329987,273.760010,264.700012,265.320007,265.320007,177806700
2018-10-25,267.380005,271.809998,266.230011,270.079987,270.079987,138061500
2018-10-26,265.920013,271.000000,262.290009,265.329987,265.329987,201574600
2018-10-29,268.799988,270.250000,259.850006,263.859985,263.859985,160749100
2018-10-30,263.670013,268.119995,263.119995,267.769989,267.769989,157116000
2018-10-31,270.649994,273.230011,270.119995,270.630005,270.630005,128296300
2018-11-01,271.600006,273.730011,270.380005,273.510010,273.510010,99495000
2018-11-02,274.750000,275.230011,269.589996,271.890015,271.890015,122634100
2018-11-05,272.440002,274.010010,271.350006,273.390015,273.390015,65622500
2018-11-06,273.320007,275.299988,273.250000,275.119995,275.119995,60085900
2018-11-07,277.559998,281.100006,277.079987,281.010010,281.010010,102752100
2018-11-08,280.109985,281.220001,279.220001,280.500000,280.500000,65584900
2018-11-09,279.029999,279.239990,276.179993,277.760010,277.760010,98812600
2018-11-12,277.190002,277.459991,271.989990,272.570007,272.570007,99673600
2018-11-13,273.089996,275.329987,271.250000,272.059998,272.059998,98176600
2018-11-14,274.160004,274.609985,268.450012,270.200012,270.200012,125335900
2018-11-15,268.779999,273.540009,267.010010,273.019989,273.019989,135101400
2018-11-16,271.790009,274.750000,271.209991,273.730011,273.730011,126668000
2018-11-19,273.049988,273.380005,268.070007,269.100006,269.100006,103061700
2018-11-20,265.359985,267.000000,263.149994,264.119995,264.119995,136021300
2018-11-21,265.859985,267.149994,265.010010,265.019989,265.019989,75563700
2018-11-23,263.179993,264.820007,263.070007,263.250000,263.250000,42807900
2018-11-26,265.779999,267.750000,265.339996,267.500000,267.500000,79981400
2018-11-27,266.339996,268.399994,265.660004,268.399994,268.399994,75502400
2018-11-28,269.600006,274.579987,268.329987,274.579987,274.579987,127629600
2018-11-29,273.709991,275.549988,272.429993,273.980011,273.980011,82346400
2018-11-30,273.809998,276.279999,273.450012,275.649994,275.649994,98141900
